map,opportunity_districts,proportional_opportunities,coalition_districts,proportional_coalitions,minority,alt_opportunity_districts,alt_coalition_districts,minority_alt
002172500,0.000000,5,7.469400,5,50,0.623600,9.070400,56
002175000,0.000000,5,8.484100,5,50,0.869900,8.620500,58
002177500,0.000000,5,6.562700,5,50,0.955600,8.326300,60
002180000,0.000000,5,6.602900,5,50,1.272600,8.167300,62
002182500,0.000000,5,6.736900,5,50,0.799600,8.000000,58
002185000,0.000000,5,6.502500,5,50,1.329000,8.025000,64
002187500,0.000000,5,7.637400,5,50,1.285800,8.705500,63
002190000,0.000000,5,7.646500,5,50,1.269500,8.336200,62
002192500,0.000000,5,8.265600,5,50,0.508400,8.764000,55
002195000,0.000000,5,7.448700,5,50,1.392500,7.756800,64
002197500,0.000000,5,6.800000,5,50,0.986300,8.156900,60
002200000,0.000000,5,8.269300,5,50,1.026800,8.489300,60
002202500,0.895200,5,6.392700,5,59,1.614500,7.359100,66
002205000,0.000000,5,7.396600,5,50,1.218700,7.843800,62
002207500,0.000000,5,7.178300,5,50,1.112000,8.351700,61
002210000,1.541700,5,5.773100,5,66,1.766900,7.305200,68
002212500,0.778900,5,8.625500,5,58,0.944500,8.750100,60
002215000,0.000000,5,5.926500,5,50,1.084800,8.271100,61
002217500,0.000000,5,6.683600,5,50,1.439600,7.975100,64
002220000,0.000000,5,8.250600,5,50,0.689300,8.545700,57
002222500,0.000000,5,8.197000,5,50,0.787000,9.199200,58
002225000,0.000000,5,7.596900,5,50,0.720200,8.497600,57
002227500,0.000000,5,7.352500,5,50,0.903100,8.700700,59
002230000,0.758900,5,7.558500,5,58,1.518300,7.837200,65
002232500,0.000000,5,8.394800,5,50,0.958300,8.585600,60
002235000,0.000000,5,8.413700,5,50,0.862400,9.083900,58
002237500,0.000000,5,7.553700,5,50,1.040300,8.386100,60
002240000,0.000000,5,7.169400,5,50,0.713900,8.760200,57
002242500,0.000000,5,7.456000,5,50,0.439900,9.021100,54
002245000,0.000000,5,7.556200,5,50,0.884500,8.627300,59
002247500,0.000000,5,7.670700,5,50,1.161200,8.110500,62
002250000,0.000000,5,7.565700,5,50,0.755800,9.065200,58
002252500,0.923800,5,6.830900,5,59,1.019100,8.279700,60
002255000,0.753800,5,6.583500,5,58,1.354400,8.052300,64
002257500,0.000000,5,7.636000,5,50,0.601800,8.741500,56
002260000,0.000000,5,7.648800,5,50,1.167100,8.448000,62
002262500,0.000000,5,6.871800,5,50,0.585800,8.526100,56
002265000,0.000000,5,8.349600,5,50,0.880000,8.843900,59
002267500,0.771300,5,6.651800,5,58,1.105300,8.342800,61
002270000,0.760300,5,6.815300,5,58,0.990700,8.680200,60
002272500,0.000000,5,8.375700,5,50,0.661200,9.154100,56
002275000,0.000000,5,7.726800,5,50,0.686100,8.724900,57
002277500,0.000000,5,6.819300,5,50,0.964400,8.318600,60
002280000,0.000000,5,7.731600,5,50,0.827100,8.374000,58
002282500,0.000000,5,6.740300,5,50,1.275700,8.139100,63
002285000,0.000000,5,7.505900,5,50,1.068600,8.402300,60
002287500,0.000000,5,7.585500,5,50,0.819600,8.329500,58
002290000,0.000000,5,6.825500,5,50,0.447400,8.892700,54
002292500,0.000000,5,7.593800,5,50,0.776700,8.962000,58
002295000,0.000000,5,7.471000,5,50,0.835200,8.882200,58
002297500,0.000000,5,8.271700,5,50,0.613000,8.834800,56
002300000,1.501600,5,7.636900,5,65,1.596800,8.365500,66
002302500,0.807500,5,6.599600,5,58,1.581500,8.752200,66
002305000,0.000000,5,6.538400,5,50,1.382800,8.252000,64
002307500,0.000000,5,6.596300,5,50,1.066900,8.934400,60
002310000,0.745600,5,6.687900,5,58,1.486500,8.451500,65
002312500,0.000000,5,7.169200,5,50,1.185900,8.198400,62
002315000,0.774900,5,7.251100,5,58,1.152900,7.882100,62
002317500,0.000000,5,8.305600,5,50,0.554600,9.372000,56
002320000,0.000000,5,8.294000,5,50,1.057500,8.786200,60
002322500,0.000000,5,8.556300,5,50,0.618000,9.024600,56
002325000,0.000000,5,7.500500,5,50,1.044000,8.237900,60
002327500,0.000000,5,7.572100,5,50,0.550700,8.203100,56
002330000,0.000000,5,6.930700,5,50,0.849600,8.116100,58
002332500,0.000000,5,7.644900,5,50,0.814500,8.439800,58
002335000,0.000000,5,5.734300,5,50,0.962200,8.208600,60
002337500,0.000000,5,8.223700,5,50,0.832500,9.286900,58
002340000,0.000000,5,7.748200,5,50,1.077300,8.524700,61
002342500,0.000000,5,7.316800,5,50,0.889500,8.606100,59
002345000,0.000000,5,5.865500,5,50,1.078900,8.735200,61
002347500,0.000000,5,6.684800,5,50,0.815700,8.894500,58
002350000,0.000000,5,7.491700,5,50,0.518400,8.851900,55
002352500,0.000000,5,6.785900,5,50,0.781100,8.120900,58
002355000,0.000000,5,7.501700,5,50,0.598700,9.362900,56
002357500,0.881800,5,5.881300,5,59,1.650600,7.474900,66
002360000,0.000000,5,5.912900,5,50,1.122300,7.746400,61
002362500,0.000000,5,7.813300,5,50,0.568900,8.676400,56
002365000,0.000000,5,7.592300,5,50,0.546700,8.876200,56
002367500,0.000000,5,7.333900,5,50,1.013000,8.526000,60
002370000,0.706800,5,7.588700,5,57,1.337900,8.002100,64
002372500,0.782000,5,7.441000,5,58,1.407400,8.743300,64
002375000,0.000000,5,8.163900,5,50,0.868500,8.796800,58
002377500,0.788100,5,7.628700,5,58,0.970800,8.346500,60
002380000,0.000000,5,7.307200,5,50,0.848500,8.348200,58
002382500,0.749500,5,6.709400,5,58,1.522400,7.527500,65
002385000,0.000000,5,7.732800,5,50,0.941500,8.419500,60
002387500,0.000000,5,7.661700,5,50,1.108500,8.424300,61
002390000,0.000000,5,7.435800,5,50,0.807000,8.528200,58
002392500,0.000000,5,8.475300,5,50,0.516200,9.184400,55
002395000,0.000000,5,6.830200,5,50,1.008400,8.070600,60
002397500,0.000000,5,7.557300,5,50,0.544100,9.056700,56
002400000,0.000000,5,6.544700,5,50,1.467600,7.871100,64
002402500,0.736900,5,7.043500,5,58,1.526200,8.225700,66
002405000,0.000000,5,8.260700,5,50,0.480800,8.845200,55
002407500,0.818000,5,6.818800,5,58,1.362500,7.999300,64
002410000,0.000000,5,7.378900,5,50,1.173700,8.168000,62
002412500,0.000000,5,7.619300,5,50,0.825900,8.762000,58
002415000,0.000000,5,6.474200,5,50,1.263300,8.677300,62
002417500,0.000000,5,7.521000,5,50,0.745400,8.849500,58
002420000,0.845900,5,7.580700,5,58,1.019500,9.215600,60
002422500,0.000000,5,7.508400,5,50,1.033600,8.857700,60
002425000,0.000000,5,6.804700,5,50,0.911100,8.513500,59
002427500,0.000000,5,7.284300,5,50,0.993700,7.971100,60
002430000,0.000000,5,7.712300,5,50,0.712500,8.777600,57
002432500,0.000000,5,8.206600,5,50,0.606400,9.044400,56
002435000,0.000000,5,7.624700,5,50,0.904900,9.202100,59
002437500,0.000000,5,6.795800,5,50,0.592500,8.698100,56
002440000,0.837100,5,6.471200,5,58,1.400100,8.036200,64
002442500,0.000000,5,6.768800,5,50,0.959400,8.233800,60
002445000,0.000000,5,6.917300,5,50,1.157300,7.812300,62
002447500,0.000000,5,8.189200,5,50,0.880500,8.855800,59
002450000,0.000000,5,7.771400,5,50,1.044600,8.689900,60
002452500,0.837400,5,7.557700,5,58,0.950300,8.400000,60
002455000,0.000000,5,7.787700,5,50,0.837700,8.897100,58
002457500,0.743300,5,9.157700,5,58,1.203000,9.216300,62
002460000,0.000000,5,8.395900,5,50,0.600900,8.768100,56
002462500,0.691700,5,6.695100,5,57,0.943900,8.481800,60
002465000,0.730200,5,6.610800,5,58,1.184900,8.004500,62
002467500,0.000000,5,5.908000,5,50,1.645300,7.897500,66
002470000,0.000000,5,7.606500,5,50,1.314700,8.304600,63
002472500,0.000000,5,7.445000,5,50,0.811800,8.239600,58
002475000,0.000000,5,5.821100,5,50,1.005900,7.785600,60
002477500,0.000000,5,6.603200,5,50,1.358500,7.603700,64
002480000,0.000000,5,8.327300,5,50,0.852100,9.092900,58
002482500,0.000000,5,7.570300,5,50,1.059500,8.382100,60
002485000,0.000000,5,5.836200,5,50,1.180300,8.356800,62
002487500,0.000000,5,5.777900,5,50,1.247100,7.807900,62
002490000,0.773000,5,7.421000,5,58,1.195800,8.489400,62
002492500,0.753600,5,6.424900,5,58,0.896500,7.924900,59
002495000,0.858600,5,7.405300,5,58,1.145800,8.218200,62
002497500,0.734200,5,7.438400,5,58,1.223200,8.265500,62
002500000,0.000000,5,7.583200,5,50,0.363600,9.006300,54
